image	manifest	record_url	dataset_key	dataset_name	geometry_type	coordinates	thumbnail	iiif_label	iiif_extent	iiif_date	iiif_collections	copilot_alt_text_v1	copilot_image_caption_v1	copilot_search_terms_v1	copilot_alt_text_v2	copilot_image_caption_v2	copilot_search_terms_v2
	https://iiif.library.leeds.ac.uk/presentation/cc/k7hqrvhr	https://digital.library.leeds.ac.uk/15961/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/k7hqrvhr_objects_MS_1788-16-3221_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Chimney Stacks to w	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Chimney Stacks to w at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Chimney Stacks to w. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Chimney Stacks to w, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Westward view from the Chimney Stacks along a stepped cliff face.	Giant's Causeway, Chimney Stacks to w. Looking west from the Chimney Stacks, the photograph records a long terraced cliff edge and narrow shoreline below.	Giant's Causeway, Chimney Stacks to w, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Chimney Stacks west, terraced cliff, headland
	https://iiif.library.leeds.ac.uk/presentation/cc/kpld4bj8	https://digital.library.leeds.ac.uk/15958/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/kpld4bj8_objects_MS_1788-16-3218_001.tif/full/200,149/0/default.jpg	Giant's Causeway, from Chimney Stack to E	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of from Chimney Stack to E at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, from Chimney Stack to E. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, from Chimney Stack to E, geology, historic photograph	Eastward view from the Chimney Stack across a hazy cliff and shoreline.	Giant's Causeway, from Chimney Stack to E. The eastward view is hazy but shows a projecting cliff and pale sea, situating the Chimney Stack within the broader Causeway coast.	Giant's Causeway, from Chimney Stack to E, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Chimney Stack east, hazy cliff, projecting headland, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/m4b41pw8	https://digital.library.leeds.ac.uk/15957/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/m4b41pw8_objects_MS_1788-16-3217_001.tif/full/200,149/0/default.jpg	Giant's Causeway, from Chimney Stack to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of from Chimney Stack to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, from Chimney Stack to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, from Chimney Stack to W, geology, historic photograph	Westward view from the Chimney Stack over a broad bay, cliffs and offshore rocks.	Giant's Causeway, from Chimney Stack to W. The westward view opens across a bay-like stretch of coast, with layered headlands, offshore rocks and sea in the middle distance.	Giant's Causeway, from Chimney Stack to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Chimney Stack west, bay, headlands, offshore rocks, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/qmq7911c	https://digital.library.leeds.ac.uk/15945/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/qmq7911c_objects_MS_1788-16-3205_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Chimney Point	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Chimney Point at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Chimney Point. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Chimney Point, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Chimney Point headland projecting into a calm sea.	Giant's Causeway, Chimney Point. A broad headland projects into calm water, appearing as a dark horizontal landform against the pale sea and sky.	Giant's Causeway, Chimney Point, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Chimney Point, headland, calm sea, horizontal landform
	https://iiif.library.leeds.ac.uk/presentation/cc/x9k4mx1x	https://digital.library.leeds.ac.uk/15954/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/x9k4mx1x_objects_MS_1788-16-3214_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Chimney Point to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Chimney Point to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Chimney Point to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Chimney Point to W, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Westward view from Chimney Point along a cliffed coastline and surf.	Giant's Causeway, Chimney Point to W. This westward view from Chimney Point follows a cliffed coastline, with surf at the cliff base and headlands receding into haze.	Giant's Causeway, Chimney Point to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Chimney Point west, cliffed coast, surf, receding headlands
	https://iiif.library.leeds.ac.uk/presentation/cc/gl6qhnmq	https://digital.library.leeds.ac.uk/15955/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.524089, 55.234248], [-6.524542, 55.234971], [-6.525107, 55.235228], [-6.526283, 55.235357], [-6.528657, 55.234738], [-6.530828, 55.233862], [-6.531054, 55.233359], [-6.530783, 55.232933], [-6.528748, 55.232791], [-6.526441, 55.23292], [-6.524836, 55.233488], [-6.524406, 55.233836], [-6.524089, 55.234248]]]	https://iiif.library.leeds.ac.uk/thumbs/gl6qhnmq_objects_MS_1788-16-3215_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Howes Back	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Howes Back at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Howes Back. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Howes Back, basalt, coastline, geology, historic photograph	Howes Back, showing a vertical basalt wall and distant coastal cliffs.	Giant's Causeway, Howes Back. A near vertical wall of columnar basalt fills the left side of the image, while distant cliffs and sea appear through the gap beyond.	Giant's Causeway, Howes Back, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Howes Back, vertical basalt wall, columnar cliff, sea gap
	https://iiif.library.leeds.ac.uk/presentation/cc/wc6rhcn6	https://digital.library.leeds.ac.uk/15938/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.507566, 55.244344], [-6.507534, 55.244103], [-6.507361, 55.243888], [-6.506868, 55.243753], [-6.506644, 55.243848], [-6.506471, 55.243957], [-6.506452, 55.244154], [-6.506791, 55.24441], [-6.507035, 55.244344], [-6.50731, 55.244329], [-6.507476, 55.244373], [-6.507566, 55.244344]]]	https://iiif.library.leeds.ac.uk/thumbs/wc6rhcn6_objects_MS_1788-16-3198_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Lea Gull Skerry	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Lea Gull Skerry at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Lea Gull Skerry. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Lea Gull Skerry, basalt, coastline, geology, historic photograph	Lea Gull Skerry, a low rocky islet surrounded by sea off the Causeway coast.	Giant's Causeway, Lea Gull Skerry. A low rocky islet or skerry sits offshore amid pale water, with the surrounding rocky coast visible in the foreground.	Giant's Causeway, Lea Gull Skerry, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Lea Gull Skerry, rocky islet, skerry, open sea
	https://iiif.library.leeds.ac.uk/presentation/cc/s248x8hk	https://digital.library.leeds.ac.uk/15942/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.512022, 55.241873], [-6.512156, 55.241814], [-6.512141, 55.241464], [-6.512204, 55.241199], [-6.512141, 55.241119], [-6.512219, 55.24106], [-6.511975, 55.240786], [-6.511944, 55.240665], [-6.512227, 55.24045], [-6.512542, 55.240234], [-6.512597, 55.240082], [-6.51244, 55.239727], [-6.51177, 55.239686], [-6.511322, 55.239938], [-6.511243, 55.2401], [-6.511085, 55.240153], [-6.510991, 55.240091], [-6.510975, 55.240014], [-6.510731, 55.240014], [-6.510652, 55.240198], [-6.510479, 55.240346], [-6.510613, 55.24045], [-6.510833, 55.240566], [-6.510991, 55.240616], [-6.511141, 55.240732], [-6.511251, 55.240881], [-6.511282, 55.24093], [-6.51129, 55.24102], [-6.511314, 55.241096], [-6.511392, 55.241141], [-6.511471, 55.241181], [-6.511503, 55.241294], [-6.511511, 55.241374], [-6.511692, 55.241478], [-6.511755, 55.241572], [-6.51192, 55.241599], [-6.511975, 55.241675], [-6.511967, 55.241778], [-6.511959, 55.241855], [-6.512022, 55.241873]]]	https://iiif.library.leeds.ac.uk/thumbs/s248x8hk_objects_MS_1788-16-3202_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Basaltic Colour	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Basaltic Colour at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Basaltic Colour. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Basaltic Colour, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Basaltic Colour, showing close vertical basalt columns with lighter column tops below.	Giant's Causeway, Basaltic Colour. The photograph concentrates on close vertical basalt columns and lighter column tops, documenting texture and tonal variation in the basalt formation.	Giant's Causeway, Basaltic Colour, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Basaltic Colour, vertical columns, basalt texture, tonal variation
	https://iiif.library.leeds.ac.uk/presentation/cc/xw3n9sqh	https://digital.library.leeds.ac.uk/15960/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.512022, 55.241873], [-6.512156, 55.241814], [-6.512141, 55.241464], [-6.512204, 55.241199], [-6.512141, 55.241119], [-6.512219, 55.24106], [-6.511975, 55.240786], [-6.511944, 55.240665], [-6.512227, 55.24045], [-6.512542, 55.240234], [-6.512597, 55.240082], [-6.51244, 55.239727], [-6.51177, 55.239686], [-6.511322, 55.239938], [-6.511243, 55.2401], [-6.511085, 55.240153], [-6.510991, 55.240091], [-6.510975, 55.240014], [-6.510731, 55.240014], [-6.510652, 55.240198], [-6.510479, 55.240346], [-6.510613, 55.24045], [-6.510833, 55.240566], [-6.510991, 55.240616], [-6.511141, 55.240732], [-6.511251, 55.240881], [-6.511282, 55.24093], [-6.51129, 55.24102], [-6.511314, 55.241096], [-6.511392, 55.241141], [-6.511471, 55.241181], [-6.511503, 55.241294], [-6.511511, 55.241374], [-6.511692, 55.241478], [-6.511755, 55.241572], [-6.51192, 55.241599], [-6.511975, 55.241675], [-6.511967, 55.241778], [-6.511959, 55.241855], [-6.512022, 55.241873]]]	https://iiif.library.leeds.ac.uk/thumbs/xw3n9sqh_objects_MS_1788-16-3220_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Causeway to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Causeway to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Causeway to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Causeway to W, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Westward view from the Causeway toward low offshore rocks and open sea.	Giant's Causeway, Causeway to W. The westward view from the Causeway shows calm open sea with low offshore rocks and a subdued horizon.	Giant's Causeway, Causeway to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Causeway west, offshore rocks, open sea, horizon
	https://iiif.library.leeds.ac.uk/presentation/cc/x1sjwbz2	https://digital.library.leeds.ac.uk/15943/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.512022, 55.241873], [-6.512156, 55.241814], [-6.512141, 55.241464], [-6.512204, 55.241199], [-6.512141, 55.241119], [-6.512219, 55.24106], [-6.511975, 55.240786], [-6.511944, 55.240665], [-6.512227, 55.24045], [-6.512542, 55.240234], [-6.512597, 55.240082], [-6.51244, 55.239727], [-6.51177, 55.239686], [-6.511322, 55.239938], [-6.511243, 55.2401], [-6.511085, 55.240153], [-6.510991, 55.240091], [-6.510975, 55.240014], [-6.510731, 55.240014], [-6.510652, 55.240198], [-6.510479, 55.240346], [-6.510613, 55.24045], [-6.510833, 55.240566], [-6.510991, 55.240616], [-6.511141, 55.240732], [-6.511251, 55.240881], [-6.511282, 55.24093], [-6.51129, 55.24102], [-6.511314, 55.241096], [-6.511392, 55.241141], [-6.511471, 55.241181], [-6.511503, 55.241294], [-6.511511, 55.241374], [-6.511692, 55.241478], [-6.511755, 55.241572], [-6.51192, 55.241599], [-6.511975, 55.241675], [-6.511967, 55.241778], [-6.511959, 55.241855], [-6.512022, 55.241873]]]	https://iiif.library.leeds.ac.uk/thumbs/x1sjwbz2_objects_MS_1788-16-3203_001.tif/full/200,149/0/default.jpg	Giant's Causeway, to sea	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of to sea at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, to sea. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph, to sea	Coastal basalt columns and rock-strewn slope descending toward the sea.	Giant's Causeway, to sea. The final view looks across basalt columns and a rock-strewn slope toward the sea, linking the Causeway's columnar geology with the coastal setting.	Giant's Causeway, to sea, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, To sea, basalt columns, rocky slope
